source,name,brand,category,num_images,price,market_price,discount_amount,discount_percent,has_discount,sold_count,stock_quantity,scraped_at
hasaki,Kem Dưỡng Senka Cấp Ẩm Chuyên Sâu 50g,Senka,Chăm Sóc Da Mặt,8,173000,250000,77000,30.8,1,20,332,2026-06-09T09:59:57+07:00
hasaki,Kem Dưỡng Senka Cấp Ẩm Dạng Gel 50g,Senka,Chăm Sóc Da Mặt,10,155000,225000,70000,31.11,1,72,712,2026-06-09T09:47:09+07:00
hasaki,Kem Dưỡng Skin1004 Làm Dịu Da Chiết Xuất Rau Má 75ml,Skin1004,Chăm Sóc Da Mặt,9,273000,498000,225000,45.18,1,82,1802,2026-06-09T09:38:04+07:00
hasaki,"Kem Dưỡng Skin1004 Rau Má Dưỡng Ẩm, Phục Hồi Da 75g",Skin1004,Chăm Sóc Da Mặt,10,332000,598000,266000,44.48,1,27,835,2026-06-09T09:48:26+07:00
hasaki,"Kem Dưỡng Skin1004 Rau Má Dưỡng Ẩm, Phục Hồi Da 75g [HSD: 30 tháng]",Skin1004,Chăm Sóc Da Mặt,10,299000,565000,266000,47.08,1,0,237,2026-06-09T10:30:53+07:00
hasaki,"Kem Dưỡng Skintific 5X Ceramide Cấp Ẩm, Phục Hồi Da 6g",Skintific,Chăm Sóc Da Mặt,7,82000,83000,1000,1.2,1,0,0,2026-06-09T10:39:21+07:00
hasaki,Kem Dưỡng Skintific MSH Niacinamide Dưỡng Sáng Da 30g,Skintific,Chăm Sóc Da Mặt,6,208000,298000,90000,30.2,1,0,0,2026-06-09T10:43:57+07:00
hasaki,Kem Dưỡng Some By Mi Hỗ Trợ Giảm Mụn 60g,Some By Mi,Chăm Sóc Da Mặt,10,279000,522000,243000,46.55,1,15,1068,2026-06-09T09:58:08+07:00
hasaki,"Kem Dưỡng Sur.Medic+ Dưỡng Sáng, Căng Bóng Da 50ml",Sur.Medic+,Chăm Sóc Da Mặt,10,365000,720000,355000,49.31,1,9,1280,2026-06-09T10:00:13+07:00
hasaki,Kem Dưỡng Swiss Image Cấp Ẩm Sâu Cho Da Căng Mướt 50ml,Swiss Image,Chăm Sóc Da Mặt,8,560000,700000,140000,20,1,0,1587,2026-06-09T10:25:46+07:00
hasaki,"Kem Dưỡng Swiss Image Sáng Da, Giảm Thâm Nám Ban Đêm 50ml",Swiss Image,Chăm Sóc Da Mặt,9,384000,480000,96000,20,1,13,2070,2026-06-09T09:56:23+07:00
hasaki,"Kem Dưỡng Tenamyd Cấp Ẩm, Phục Hồi Và Làm Dịu Da 50g",Tenamyd,Chăm Sóc Da Mặt,6,429000,429000,0,0,0,0,0,2026-06-09T13:30:10+07:00
hasaki,"Kem Dưỡng The Cafuné Mờ Thâm Nám, Tàn Nhang, Đều Màu Da 28g",The Cafuné,Chăm Sóc Da Mặt,7,219000,239000,20000,8.37,1,7,161,2026-06-09T10:06:12+07:00
hasaki,Kem Dưỡng The Lab Sáng Da Cấp Ẩm Căng Mướt 50ml,The Lab,Chăm Sóc Da Mặt,6,287000,338000,51000,15.09,1,0,934,2026-06-09T10:27:05+07:00
hasaki,"Kem Dưỡng Torriden Làm Dịu Mát, Dưỡng Ẩm, Sáng Bóng Da 100ml",Torriden,Chăm Sóc Da Mặt,8,274000,528000,254000,48.11,1,247,6531,2026-06-09T09:33:14+07:00
hasaki,"Kem Dưỡng Torriden Làm Dịu, Phục Hồi Da Bị Tổn Thương 80ml",Torriden,Chăm Sóc Da Mặt,9,257000,528000,271000,51.33,1,51,1798,2026-06-09T09:44:56+07:00
hasaki,"Kem Dưỡng Torriden Săn Chắc Da, Ngừa Lão Hóa 60ml",Torriden,Chăm Sóc Da Mặt,8,346000,660000,314000,47.58,1,4,70,2026-06-09T10:08:47+07:00
hasaki,"Kem Dưỡng Urgo Hỗ Trợ Giảm Viêm, Cấp Ẩm & Phục Hồi Da 50ml",Urgo,Chăm Sóc Da Mặt,9,259000,319000,60000,18.81,1,4,7,2026-06-09T10:11:05+07:00
hasaki,"Kem Dưỡng Vichy Giảm Mụn, Phục Hồi Da 50ml",Vichy,Chăm Sóc Da Mặt,14,476000,670000,194000,28.96,1,14,702,2026-06-09T09:54:06+07:00
hasaki,"Kem Dưỡng Vichy Hỗ Trợ Mờ Thâm Nám, Sáng Khỏe Da 50ml",Vichy,Chăm Sóc Da Mặt,7,1002000,1227273,225273,18.36,1,6,218,2026-06-09T09:55:13+07:00
hasaki,"Kem Dưỡng Vichy Ngừa Lão Hóa, Săn Chắc Da Ban Ngày 50ml",Vichy,Chăm Sóc Da Mặt,10,875000,1260000,385000,30.56,1,71,1969,2026-06-09T09:33:21+07:00
hasaki,"Kem Dưỡng Vichy Sáng Da, Mờ Thâm Nám Ban Đêm 50ml",Vichy,Chăm Sóc Da Mặt,11,896000,1260000,364000,28.89,1,111,4299,2026-06-09T09:32:31+07:00
hasaki,Kem Dưỡng d program Hỗ Trợ Phục Hồi Da 45g,dProgram,Chăm Sóc Da Mặt,8,410000,737000,327000,44.37,1,21,924,2026-06-09T09:51:28+07:00
hasaki,Kem Dưỡng d program Ngăn Ngừa Lão Hóa 45g,dProgram,Chăm Sóc Da Mặt,8,870000,1277000,407000,31.87,1,0,86,2026-06-09T10:32:43+07:00
hasaki,Kem Dưỡng d'Alba Sáng Da Và Cấp Ẩm Sâu 55g,d'Alba,Chăm Sóc Da Mặt,10,556000,1392000,836000,60.06,1,75,2543,2026-06-09T09:34:04+07:00
hasaki,Kem Dưỡng innisfree Cấp Ẩm Từ Chiết Xuất Trà Xanh 50ml (Mới),innisfree,Chăm Sóc Da Mặt,7,396000,600000,204000,34,1,0,58,2026-06-09T10:33:30+07:00
hasaki,"Kem Dưỡng innisfree Cấp Ẩm, Phục Hồi 50ml",innisfree,Chăm Sóc Da Mặt,12,336000,540000,204000,37.78,1,0,274,2026-06-09T10:30:36+07:00
hasaki,Kem Dưỡng innisfree Ngăn Lão Hóa Từ Trà Đen Ban Đêm 50ml,innisfree,Chăm Sóc Da Mặt,8,524000,800000,276000,34.5,1,0,89,2026-06-09T10:32:37+07:00
hasaki,Kem Dưỡng Đêm Eucerin Giảm Nếp Nhăn Sâu & Chảy Xệ 50ml,Eucerin,Chăm Sóc Da Mặt,7,1303000,1590000,287000,18.05,1,6,576,2026-06-09T09:52:29+07:00
hasaki,"Kem Dưỡng Ẩm Avène Chuyên Biệt Cho Da Khô, Nhạy Cảm 100ml",Avène,Chăm Sóc Da Mặt,8,445000,515000,70000,13.59,1,16,206,2026-06-09T09:53:13+07:00
hasaki,Kem Dưỡng Ẩm Bioderma Cho Da Khô Nhạy Cảm 200ml,Bioderma,Chăm Sóc Da Mặt,8,326000,360000,34000,9.44,1,19,580,2026-06-09T09:54:32+07:00
hasaki,Kem Dưỡng Ẩm Bioderma Chuyên Sâu Cho Da Rất Khô 75ml,Bioderma,Chăm Sóc Da Mặt,8,286000,305000,19000,6.23,1,31,226,2026-06-09T09:48:53+07:00
hasaki,"Kem Dưỡng Ẩm Bioderma Dành Cho Da Mụn, Nhạy Cảm 30ml",Bioderma,Chăm Sóc Da Mặt,10,305000,450000,145000,32.22,1,131,2411,2026-06-09T09:34:10+07:00
hasaki,"Kem Dưỡng Ẩm Bioderma Giảm Khô Căng, Bong Tróc Da Mụn 40ml",Bioderma,Chăm Sóc Da Mặt,7,419000,450000,31000,6.89,1,31,2069,2026-06-09T09:44:53+07:00
hasaki,Kem Dưỡng Ẩm Cetaphil Dịu Lành Cho Da Nhạy Cảm 100g,Cetaphil,Chăm Sóc Da Mặt,9,248000,303000,55000,18.15,1,18,539,2026-06-09T09:57:48+07:00
hasaki,Kem Dưỡng Ẩm Cetaphil Dịu Lành Cho Da Nhạy Cảm 453g,Cetaphil,Chăm Sóc Da Mặt,14,354000,510000,156000,30.59,1,58,1805,2026-06-09T09:42:50+07:00
hasaki,Kem Dưỡng Ẩm Cetaphil Dịu Lành Cho Da Nhạy Cảm 50g,Cetaphil,Chăm Sóc Da Mặt,9,147000,182000,35000,19.23,1,67,1616,2026-06-09T09:47:57+07:00
hasaki,Kem Dưỡng Ẩm Cetaphil Làm Dịu Và Phục Hồi Chuyên Sâu 45ml,Cetaphil,Chăm Sóc Da Mặt,9,438000,587000,149000,25.38,1,6,25,2026-06-09T10:02:57+07:00
hasaki,Kem Dưỡng Ẩm Cetaphil Làm Dịu Đa Năng Cho Bé 100g,Cetaphil,Chăm Sóc Da Mặt,11,138000,153000,15000,9.8,1,0,925,2026-06-09T10:27:07+07:00
hasaki,Kem Dưỡng Ẩm Curél Chuyên Sâu Cho Da Lão Hóa 40g,Curél,Chăm Sóc Da Mặt,7,532000,804200,272200,33.85,1,3,51,2026-06-09T10:09:28+07:00
hasaki,"Kem Dưỡng Ẩm Eucerin Dịu Nhẹ Cho Da Thường, Hỗn Hợp 50ml",Eucerin,Chăm Sóc Da Mặt,10,442000,590000,148000,25.08,1,22,1271,2026-06-09T09:47:58+07:00
hasaki,Kem Dưỡng Ẩm Freeplus Màng Nước Mỏng Nhẹ Tươi Mát 50g,Freeplus,Chăm Sóc Da Mặt,9,899000,945000,46000,4.87,1,1,0,2026-06-09T13:29:13+07:00
hasaki,Kem Dưỡng Ẩm Hada Labo Tối Ưu Cho Mọi Loại Da 50g,Hada Labo,Chăm Sóc Da Mặt,7,168000,227000,59000,25.99,1,112,6163,2026-06-09T09:43:07+07:00
hasaki,Kem Dưỡng Ẩm Isis Pharma Cho Da Dầu 40ml,Isis Pharma,Chăm Sóc Da Mặt,4,509000,516000,7000,1.36,1,0,297,2026-06-09T10:30:24+07:00
hasaki,"Kem Dưỡng Ẩm Klairs Cho Da Khô, Nhạy Cảm 80ml",Klairs,Chăm Sóc Da Mặt,10,285000,535000,250000,46.73,1,103,1845,2026-06-09T09:35:22+07:00
hasaki,Kem Dưỡng Ẩm Klairs Làm Dịu & Phục Hồi Da Ban Đêm 30ml,Klairs,Chăm Sóc Da Mặt,10,302000,495000,193000,38.99,1,39,1551,2026-06-09T09:46:50+07:00
hasaki,Kem Dưỡng Ẩm Klairs Làm Dịu & Phục Hồi Da Ban Đêm 50g,Klairs,Chăm Sóc Da Mặt,11,295000,515000,220000,42.72,1,128,4326,2026-06-09T09:34:17+07:00
hasaki,Kem Dưỡng Ẩm Klairs Làm Dịu & Phục Hồi Da Ban Đêm 60g,Klairs,Chăm Sóc Da Mặt,9,357000,595000,238000,40,1,0,4160,2026-06-09T10:23:33+07:00
hasaki,Kem Dưỡng Ẩm Naris Alodew Chiết Xuất Lô Hội 97g,Naris Cosmetics,Chăm Sóc Da Mặt,4,243000,495000,252000,50.91,1,0,0,2026-06-09T13:27:42+07:00
hasaki,Kem Dưỡng Ẩm Neutrogena Cấp Nước Cho Da Dầu 50g,Neutrogena,Chăm Sóc Da Mặt,12,239000,389000,150000,38.56,1,404,13423,2026-06-09T09:32:33+07:00
hasaki,Kem Dưỡng Ẩm Neutrogena Cấp Nước Cho Da Khô 50g,Neutrogena,Chăm Sóc Da Mặt,8,274000,440000,166000,37.73,1,95,2983,2026-06-09T09:37:24+07:00
hasaki,Kem Dưỡng Ẩm Nivea Dưỡng Da Sáng Mịn 30ml,Nivea,Chăm Sóc Da Mặt,9,45000,54000,9000,16.67,1,162,1785,2026-06-09T09:52:49+07:00
hasaki,Kem Dưỡng Ẩm Nivea Dưỡng Da Sáng Mịn 60ml,Nivea,Chăm Sóc Da Mặt,9,74000,92000,18000,19.57,1,173,6816,2026-06-09T09:45:01+07:00
hasaki,Kem Dưỡng Ẩm Nivea Làm Mềm Da 200ml,Nivea,Chăm Sóc Da Mặt,9,181000,229000,48000,20.96,1,35,1068,2026-06-09T09:54:18+07:00
hasaki,Kem Dưỡng Ẩm Nivea Làm Mềm Da 50ml,Nivea,Chăm Sóc Da Mặt,8,55000,79000,24000,30.38,1,77,3067,2026-06-09T09:58:04+07:00
hasaki,Kem Dưỡng Ẩm Paula's Choice Dành Cho Da Mụn 60ml,Paula's Choice,Chăm Sóc Da Mặt,11,606000,980000,374000,38.16,1,13,237,2026-06-09T09:52:08+07:00
hasaki,Kem Dưỡng Ẩm SVR Dành Cho Da Dầu Mụn 40ml,SVR,Chăm Sóc Da Mặt,10,385000,499000,114000,22.85,1,20,252,2026-06-09T09:52:24+07:00
hasaki,Kem Dưỡng Ẩm Swiss Image Chống Nắng Ban Ngày 50ml,Swiss Image,Chăm Sóc Da Mặt,11,350000,437500,87500,20,1,19,1904,2026-06-09T09:53:46+07:00
hasaki,"Kem Dưỡng Ẩm Swiss Image Phục Hồi, Tái Tạo Da Ban Đêm 50ml",Swiss Image,Chăm Sóc Da Mặt,13,350000,437500,87500,20,1,41,1913,2026-06-09T09:44:21+07:00
hasaki,Kem Dưỡng Ẩm The Lab Dành Cho Da Khô & Nhạy Cảm 50ml,The Lab,Chăm Sóc Da Mặt,9,485000,608000,123000,20.23,1,3,946,2026-06-09T10:07:56+07:00
hasaki,"Kem Dưỡng Ẩm Vichy Cho Da Khô, Mất Nước & Nhạy Cảm 50ml",Vichy,Chăm Sóc Da Mặt,9,829000,1140000,311000,27.28,1,16,0,2026-06-09T13:27:46+07:00
hasaki,Kem Dưỡng Ẩm innisfree Nâng Tông Da Hoa Anh Đào 50ml,innisfree,Chăm Sóc Da Mặt,9,387000,530000,143000,26.98,1,0,85,2026-06-09T10:32:44+07:00
hasaki,Kem Giảm Mụn Acnes Chuyên Sâu 10g,Acnes,Chăm Sóc Da Mặt,6,45000,67000,22000,32.84,1,200,14698,2026-06-09T09:48:22+07:00
hasaki,Kem Giảm Mụn La Roche-Posay Dành Cho Mụn Sưng Đỏ 15ml,La Roche-Posay,Chăm Sóc Da Mặt,9,514000,650000,136000,20.92,1,12,661,2026-06-09T09:55:00+07:00
hasaki,"Kem Mắt Neutrogena Retinol Ngừa Lão Hóa, Giảm Nhăn 15g",Neutrogena,Chăm Sóc Da Mặt,11,230000,349000,119000,34.1,1,11,55,2026-06-09T10:02:46+07:00
hasaki,Kem Mắt Some By Mi Retinol Ngừa Lão Hóa 30ml,Some By Mi,Chăm Sóc Da Mặt,10,305000,468000,163000,34.83,1,51,2708,2026-06-09T09:44:00+07:00
hasaki,Kem Rửa Mặt & Mặt Nạ Acnes Ngăn Ngừa Mụn Đầu Đen 100g,Acnes,Chăm Sóc Da Mặt,6,66000,86000,20000,23.26,1,4,421,2026-06-09T10:17:55+07:00
hasaki,Kem Rửa Mặt Acnes Giúp Ngừa Mụn 100g,Acnes,Chăm Sóc Da Mặt,7,62000,77000,15000,19.48,1,46,4860,2026-06-09T10:01:11+07:00
hasaki,Kem Rửa Mặt Acnes Giúp Ngừa Mụn 50g,Acnes,Chăm Sóc Da Mặt,7,36000,45000,9000,20,1,9,1040,2026-06-09T10:17:08+07:00
hasaki,Kem Rửa Mặt Hada Labo Dưỡng Chuyên Biệt Ngừa Lão Hóa 80g,Hada Labo,Chăm Sóc Da Mặt,7,70000,102000,32000,31.37,1,147,13431,2026-06-09T09:47:36+07:00
hasaki,Kem Rửa Mặt Hada Labo Sạch Sâu Dưỡng Ẩm 80g,Hada Labo,Chăm Sóc Da Mặt,6,59000,91500,32500,35.52,1,893,89109,2026-06-09T09:33:37+07:00
hasaki,"Kem Rửa Mặt Hada Labo Sạch Sâu, Dưỡng Sáng Da 80g",Hada Labo,Chăm Sóc Da Mặt,9,76000,102000,26000,25.49,1,292,38459,2026-06-09T09:38:05+07:00
hasaki,Kem Rửa Mặt OXY Giảm Mụn Đầu Đen 100g,OXY,Chăm Sóc Da Mặt,8,77000,86000,9000,10.47,1,0,3,2026-06-09T10:36:28+07:00
hasaki,Kem Rửa Mặt Oxy Có Hạt Làm Sạch Sâu Giảm Nhờn 100g,OXY,Chăm Sóc Da Mặt,6,65000,86000,21000,24.42,1,12,2975,2026-06-09T10:12:08+07:00
hasaki,Kem Rửa Mặt Oxy Làm Sạch Sâu Sảng Khoái 100g,OXY,Chăm Sóc Da Mặt,6,67000,82000,15000,18.29,1,9,1812,2026-06-09T10:14:07+07:00
hasaki,Kem Rửa Mặt Oxy Tút Sáng Từ Đất Sét Trắng 100g,OXY,Chăm Sóc Da Mặt,7,63000,82000,19000,23.17,1,0,328,2026-06-09T10:30:02+07:00
hasaki,Kem Tẩy Trang Freeplus Dưỡng Ẩm Dịu Nhẹ Cho Da 125g,Freeplus,Chăm Sóc Da Mặt,5,437000,497000,60000,12.07,1,0,46,2026-06-09T10:33:52+07:00
hasaki,Khăn Khô Bông Bạch Tuyết Calla Làm Sạch Da 80 Miếng,Bông Bạch Tuyết,Chăm Sóc Da Mặt,5,72000,72000,0,0,0,14,68,2026-06-09T10:10:36+07:00
hasaki,"Khăn Khô Tempo Cotton Cao Cấp Mềm Mịn, An Toàn 10 Tờ/Gói",Tempo,Chăm Sóc Da Mặt,6,21000,26000,5000,19.23,1,0,40,2026-06-09T10:34:00+07:00
hasaki,Khăn Khô Đa Năng EcoWipes An Toàn Cho Bé Túi 90 Tờ,EcoWipes,Chăm Sóc Da Mặt,6,19000,19000,0,0,0,15,11546,2026-06-09T10:17:37+07:00
hasaki,Khăn Lau Mặt Khô Jomi 80 Miếng (20x15cm),Jomi,Chăm Sóc Da Mặt,5,45000,57000,12000,21.05,1,47,1604,2026-06-09T10:03:52+07:00
hasaki,Khăn Lau Mặt Khô Jomi 80 Miếng/Túi (15x20cm),Jomi,Chăm Sóc Da Mặt,7,41000,50000,9000,18,1,14,1151,2026-06-09T10:14:04+07:00
hasaki,Khăn Lau Mặt Khô Jomi Cho Trẻ Em 110 Miếng/Túi (15x20cm),Jomi,Chăm Sóc Da Mặt,5,39000,48000,9000,18.75,1,7,879,2026-06-09T10:17:43+07:00
hasaki,Khăn Mặt Khô EcoWipes Đa Năng Không Mùi Cuộn 80 Tờ,EcoWipes,Chăm Sóc Da Mặt,6,45000,45000,0,0,0,54,7206,2026-06-09T10:02:34+07:00
hasaki,Khăn Tẩy Trang Acnes 20 Miếng,Acnes,Chăm Sóc Da Mặt,6,57000,72000,15000,20.83,1,9,5,2026-06-09T10:15:00+07:00
hasaki,Khăn Tẩy Trang Bioré Dưỡng Ẩm 10 Miếng (Hồng),Bioré,Chăm Sóc Da Mặt,4,24000,29000,5000,17.24,1,27,1563,2026-06-09T10:13:14+07:00
hasaki,Khăn Vải Khô EcoWipes Lamy Đa Năng Dạng Túi Rút 200 Tờ,EcoWipes,Chăm Sóc Da Mặt,5,85000,128000,43000,33.59,1,47,6684,2026-06-09T09:58:32+07:00
hasaki,Khăn Ướt Tẩy Trang Ariul Sạch Sâu Dịu Da 15 Miếng,Ariul,Chăm Sóc Da Mặt,7,35000,45000,10000,22.22,1,5,2186,2026-06-09T10:19:48+07:00
hasaki,Khăn Ướt Tẩy Trang Bioderma Làm Sạch Da Nhạy Cảm 25 Miếng,Bioderma,Chăm Sóc Da Mặt,8,195000,260000,65000,25,1,2,444,2026-06-09T10:16:20+07:00
hasaki,Khăn Ướt Tẩy Trang EcoWipes Tinh Chất Dưa Leo Gói 25 Tờ,EcoWipes,Chăm Sóc Da Mặt,6,26000,42000,16000,38.1,1,45,3423,2026-06-09T10:08:49+07:00
hasaki,Lotion Chấm Mụn Bye Bye Blemish Cho Da Mụn Thâm 30ml,Bye Bye Blemish,Chăm Sóc Da Mặt,7,356000,500000,144000,28.8,1,43,626,2026-06-09T09:44:04+07:00
hasaki,"Lotion Chấm Mụn Bye Bye Blemish Cho Mụn Trắng, Nhạy Cảm 30ml",Bye Bye Blemish,Chăm Sóc Da Mặt,10,329000,500000,171000,34.2,1,11,27,2026-06-09T09:59:46+07:00
hasaki,"Lotion Chấm Mụn Bye Bye Blemish Cho Mụn Trắng, Sưng Đỏ 30ml",Bye Bye Blemish,Chăm Sóc Da Mặt,9,340000,500000,160000,32,1,1,29,2026-06-09T10:16:49+07:00
hasaki,Lotion Chấm Mụn Bye Bye Blemish Dành Cho Mụn Sưng Viêm 30ml,Bye Bye Blemish,Chăm Sóc Da Mặt,9,356000,500000,144000,28.8,1,43,694,2026-06-09T09:44:09+07:00
hasaki,Lotion Chống Nắng Australis Le Tan SPF50+ Cho Da Nhạy Cảm 50ml,australis,Chăm Sóc Da Mặt,9,335000,420000,85000,20.24,1,1,915,2026-06-09T10:16:50+07:00
hasaki,Lotion Curél Dưỡng Ẩm Chuyên Sâu Cho Da Lão Hóa 140ml,Curél,Chăm Sóc Da Mặt,7,472000,629400,157400,25.01,1,1,45,2026-06-09T10:15:50+07:00
hasaki,Lotion Curél Dưỡng Ẩm Sáng Mịn II 140ml,Curél,Chăm Sóc Da Mặt,5,492000,613700,121700,19.83,1,0,0,2026-06-09T10:47:59+07:00
hasaki,Lotion Dưỡng Curél Dành Cho Da Dầu 150ml,Curél,Chăm Sóc Da Mặt,7,374000,498800,124800,25.02,1,3,71,2026-06-09T10:11:58+07:00
hasaki,Lotion Dưỡng Da Curél Cấp Ẩm Chuyên Sâu I Mức Nhẹ 150ml,Curél,Chăm Sóc Da Mặt,7,424000,498800,74800,15,1,0,16,2026-06-09T10:34:50+07:00
hasaki,Lotion Dưỡng Da Curél Cấp Ẩm Chuyên Sâu II Mức Vừa 150ml,Curél,Chăm Sóc Da Mặt,5,480000,498800,18800,3.77,1,0,0,2026-06-09T10:48:20+07:00
hasaki,Lotion Elixir Ngăn Ngừa Lão Hoá (Bản Giàu Ẩm) 170ml,Elixir,Chăm Sóc Da Mặt,10,642000,1031000,389000,37.73,1,0,65,2026-06-09T10:33:19+07:00
hasaki,Lotion Elixir Ngăn Ngừa Lão Hoá (Bản Mỏng Nhẹ) 170ml,Elixir,Chăm Sóc Da Mặt,10,642000,1031000,389000,37.73,1,0,69,2026-06-09T10:33:09+07:00
hasaki,"Lotion Elixir Sáng Da, Ngăn Lão Hoá (Bản Giàu Ẩm) 170ml",Elixir,Chăm Sóc Da Mặt,4,703000,1130000,427000,37.79,1,0,66,2026-06-09T10:33:18+07:00
hasaki,"Lotion Elixir Sáng Da, Ngăn Lão Hoá (Bản Mỏng Nhẹ) 170ml",Elixir,Chăm Sóc Da Mặt,4,703000,1130000,427000,37.79,1,0,59,2026-06-09T10:33:27+07:00
hasaki,Lotion Hatomugi Dưỡng Ẩm Và Làm Sáng Da 500ml,Hatomugi,Chăm Sóc Da Mặt,5,94000,173000,79000,45.66,1,64,289,2026-06-09T09:54:33+07:00
hasaki,Lotion Hatomugi Dưỡng Ẩm Và Làm Sáng Da 500mll [HSD: 36 Tháng],Hatomugi,Chăm Sóc Da Mặt,4,94000,173000,79000,45.66,1,0,4,2026-06-09T10:36:07+07:00
hasaki,Lotion Hatomugi Ý Dĩ Dưỡng Ẩm Dành Cho Da Khô 500ml,Hatomugi,Chăm Sóc Da Mặt,4,159000,229000,70000,30.57,1,0,0,2026-06-09T10:39:10+07:00
hasaki,Lotion Meishoku Bigansui Ngăn Ngừa Mụn 90ml,MEISHOKU,Chăm Sóc Da Mặt,6,228000,280000,52000,18.57,1,23,331,2026-06-09T09:55:49+07:00
hasaki,Lotion Momopuri Dưỡng Ẩm Giúp Da Sáng Căng Mịn 200ml,Momopuri,Chăm Sóc Da Mặt,7,268000,327000,59000,18.04,1,0,0,2026-06-09T10:48:28+07:00
hasaki,"Lotion Naris Cosmetics Dưỡng Ẩm Da, Ngăn Ngừa Lão Hóa 180ml",Naris Cosmetics,Chăm Sóc Da Mặt,5,371000,486000,115000,23.66,1,9,999,2026-06-09T09:59:58+07:00
hasaki,Mascara Dưỡng Mi Milaganics Dầu Dừa Nguyên Chất 5ml,Milaganics,Chăm Sóc Da Mặt,8,29000,41000,12000,29.27,1,114,1160,2026-06-09T09:59:56+07:00
hasaki,Miếng Dán Ciracle Hỗ Trợ Hút Và Đẩy Mụn Đầu Đen (1 Miếng),Ciracle,Chăm Sóc Da Mặt,6,15000,30000,15000,50,1,43,24261,2026-06-09T10:13:17+07:00
hasaki,Miếng Dán Mũi Lột Mụn Bioré Bạc Hà Cho Nam (4 Miếng),Bioré,Chăm Sóc Da Mặt,7,28000,30000,2000,6.67,1,5,914,2026-06-09T10:20:31+07:00
hasaki,Miếng Dán Mũi Lột Mụn Bioré Chiết Xuất Cây Phỉ (4 Miếng),Bioré,Chăm Sóc Da Mặt,7,26000,28000,2000,7.14,1,20,2379,2026-06-09T10:14:52+07:00
hasaki,Miếng Dán Mũi Lột Mụn Bioré Than Hoạt Tính (4 Miếng),Bioré,Chăm Sóc Da Mặt,7,25000,28000,3000,10.71,1,135,6187,2026-06-09T09:59:45+07:00
hasaki,Miếng Dán Mũi Lột Mụn Bioré Than Hoạt Tính Cho Nam (4 Miếng),Bioré,Chăm Sóc Da Mặt,7,29000,30000,1000,3.33,1,12,1606,2026-06-09T10:16:41+07:00
hasaki,Miếng Dán Mũi Lột Mụn Lanbena Sạch Mụn Đầu Đen 30g,Lanbena,Chăm Sóc Da Mặt,8,129000,199000,70000,35.18,1,35,2507,2026-06-09T09:57:36+07:00
hasaki,Miếng Dán Mũi Lột Mụn Mayan Lô Hội (4 Miếng),Mayan,Chăm Sóc Da Mặt,4,24000,27000,3000,11.11,1,1,0,2026-06-09T13:27:33+07:00
hasaki,Miếng Dán Mũi Lột Mụn Mayan Than Hoạt Tính (4 Miếng),Mayan,Chăm Sóc Da Mặt,4,24000,27000,3000,11.11,1,6,91,2026-06-09T10:20:02+07:00
hasaki,Miếng Dán Mũi Lột Mụn Purederm Nha Đam (3 Miếng),Purederm,Chăm Sóc Da Mặt,6,23000,26000,3000,11.54,1,3,440,2026-06-09T10:21:05+07:00
hasaki,Miếng Dán Mụn Acnes Giúp Giảm Mụn Sưng Viêm 24 Miếng,Acnes,Chăm Sóc Da Mặt,7,51000,65000,14000,21.54,1,96,9162,2026-06-09T09:56:37+07:00
hasaki,Miếng Dán Mụn Acnes Giúp Giảm Mụn Sưng Viêm 48 Miếng,Acnes,Chăm Sóc Da Mặt,7,84000,106000,22000,20.75,1,104,4355,2026-06-09T09:48:44+07:00
hasaki,Miếng Dán Mụn Benzac Salicylic Acid 3 Trong 1 12 Miếng,Benzac,Chăm Sóc Da Mặt,8,71000,99000,28000,28.28,1,0,549,2026-06-09T10:28:33+07:00
hasaki,"Miếng Dán Mụn Cosrx Hút Dịch, Gom Cồi, Làm Dịu Da 24 Miếng",Cosrx,Chăm Sóc Da Mặt,5,79000,118000,39000,33.05,1,0,130,2026-06-09T10:32:01+07:00
hasaki,"Miếng Dán Mụn Cosrx Siêu Mỏng, Che Phủ Tự Nhiên 18 Miếng",Cosrx,Chăm Sóc Da Mặt,7,79000,118000,39000,33.05,1,0,242,2026-06-09T10:30:48+07:00
hasaki,Miếng Dán Mụn Derma Angel Dùng Ban Đêm 12 Miếng,Derma Angel,Chăm Sóc Da Mặt,10,44000,52000,8000,15.38,1,98,9691,2026-06-09T09:57:53+07:00
hasaki,Miếng Dán Mụn Derma Angel Dùng Cho Ngày & Đêm 18 Miếng,Derma Angel,Chăm Sóc Da Mặt,10,55000,69000,14000,20.29,1,300,15349,2026-06-09T09:43:36+07:00
hasaki,Miếng Dán Mụn Derma Angel Dùng Cho Ngày 12 Miếng,Derma Angel,Chăm Sóc Da Mặt,10,39000,50000,11000,22,1,173,9161,2026-06-09T09:53:44+07:00
hasaki,Miếng Dán Mụn Derma Angel Mờ Thâm Sáng Da 12 Miếng,Derma Angel,Chăm Sóc Da Mặt,8,56000,66000,10000,15.15,1,37,5588,2026-06-09T10:04:03+07:00
hasaki,Miếng Dán Mụn Derma Angel Salicylic Acid Ban Ngày 12 Miếng,Derma Angel,Chăm Sóc Da Mặt,9,44000,58000,14000,24.14,1,112,10929,2026-06-09T09:56:29+07:00
